,app_name,text,rating,thumbs_up_count,label_gold,summary_gold,lable_silver_common_AI
504,Telegram,Почти идеально,4,0,,,rating
505,Telegram,"Так себе стал после обновления. Раньше хоть иногда можно было публиковать истории без премиума, теперь - фигушки. Так же не вижу хвалёного дуровского обновления, что типа работает без vpn, ибо нихрена не работает. При таком раскладе лучше вернуться в вацап, как к основному средству связи, а это остааить так, на всякий.",3,1,,,bug_report
506,Telegram,Очин харошо,5,0,,,rating
507,Telegram,"Вообще не работает, не открывается.",1,0,,,bug_report
508,Telegram,"Когда уже добавять функцию удалять сразу несколько аватарок сразу а не по одному их удалять, это очень сильно бесит",4,0,,,user_experience
509,Telegram,Пилай марик нига ишламапти,3,0,,,user_experience
510,Telegram,очень хочу,5,0,,,rating
511,Telegram,"лучший мессенджер и никакие блокировки не заставят уйти. все удобно и даже обновление интерфейса мне зашло. единственный минус - поддержки как будто и нет, пишешь, пишешь и никто не отвечает и как будто ничего нп делается по проблеме. единственный раз мне ответили и всё, но в целом не приходится часто обращаться, так что не мешает особо",5,0,,,bug_report
512,Telegram,мадес,5,0,,,rating
513,Telegram,Умоляю добавте бесплатную функцию в настройках что бы никакие боты не могли писать,4,0,,,user_experience
514,Telegram,очень хорошее приложение. даже после блокировки в РФ сижу там 24/7. надеюсь вы дальше будете радовать нас новыми обновлениями,5,1,,,user_experience
515,Telegram,"здравствуйте,смогу ли я сейчас зайти?",1,1,,,user_experience
516,Telegram,нᴇ ᴦᴩузиᴛ,1,1,,,rating
517,Telegram,"уже несколько лет у меня премиум,последний оплачен на 2 года вперед. и регулярно происходит одно и то же : он не даёт мне писать длинные посты. проходит какое-то время и я снова могу это делать никакого объяснения этому нет. волонтёры в поддержке просто игнорируют,регулярные запросы - 0 ответов. само приложение ок,но,так сказать, клиентский сервис на 0 ,что сильно портит впечатление",3,1,,,user_experience
518,Telegram,лучшая сот сеть! лучше Макса в 100000%,5,1,,,user_experience
519,Telegram,что с то он не работает тол ко с впн решите проблему,5,0,,,bug_report
520,Telegram,А когда разблокируют в России??????(((((((,1,0,,,user_experience
521,Telegram,верните аккаунт,1,0,,,feature_request
522,Telegram,"обнова просто ужас, почему если я хочу зайти то должна покупать тг- премиум на неделю?? это что за маркетинг. уберите эту функцию",1,1,,,feature_request
523,Telegram,"у меня не достаточно средств,и я не могу получить код",1,0,,,bug_report
524,Telegram,Стал требовать почту при переустановке. Что за подлость? Не дам.,1,1,,,user_experience
525,Telegram,"ужастно, не могу войти в свой аккуант, три раза удалял скачивать так и мне не чего не пришло",1,1,,,bug_report
526,Telegram,ДА ВЫ НАДОЕЛИ МЕНЯ БАНИТЬ 2 РАЗА ЗАБАНИЛИ БЕЗ ПРИЧИНЫ.РАЗБАНЬТЕ АККАУНТ МОДЕРАТОРЫ,1,1,,,user_experience
527,Telegram,Зависает намертво.,1,1,,,bug_report
528,Telegram,этот человек @nftxpotg обманул на 25 зв прошу вернуть а этого который обманывает всех,1,1,,,user_experience
529,Telegram,"с последней обновой прокси чет пере**ярило, что ничего и не работает, даже с впн без прокси",4,1,,,bug_report
530,Telegram,Не работает без Впн,1,1,,,bug_report
531,Telegram,"мне заблокировали аккаунт просто так, уже второй раз, в первый раз меня заметили, и вернули, сейчас уже день жду, а тогда час, ц меня там некоторые контакты которые не сохранились, прошу вас, верните мой аккаунт",5,1,,,user_experience
532,Telegram,"не работает, не грузит хотя интернет есть",1,1,,,bug_report
533,Telegram,это обалденно нотам нужен прокси сервер,5,0,,,user_experience
534,Telegram,"Паша, верни одну бесплатную историю в сутки🤣",5,0,,,user_experience
535,Telegram,тг супер пользуюсь уже 6 лет спасибо🙏💕,5,0,,,user_experience
536,Telegram,"я когда отправляю кружок то там пропадает звук,и там наченает вместо звука быть какой-то шум",5,0,,,user_experience
537,WhatsApp,"какого уважаемого черта вотсап каждый раз требует, чтобы себя открыть, заходить на базар где его продают, и поставить очередное обновление мб по 50? не много ли чести?",3,0,,,user_experience
538,WhatsApp,обязательно нужно переписываться и общаться это самое лучшее приложение,5,0,,,user_experience
539,WhatsApp,4е2ц1,3,0,,,rating
540,WhatsApp,Шухрат .,5,0,,,rating
541,WhatsApp,"не работает,грузит по 2-3 минуты и не всегда продуктивно,жутко неудобно стало пользоваться,было лучшим в моем рейтинге!!!Не видно новых писем,звонить минус1000000000...судите сами",1,0,,,bug_report
542,WhatsApp,"во время прослушки голосового сообщения,телефон просто выключается и на него невозможно нажать (именно на приложение),на других работает хорошо,также звонки плохого качества и т.л",3,0,,,user_experience
543,WhatsApp,Рузмурод миуддинов,5,0,,,rating
544,WhatsApp,самый полезный,5,0,,,user_experience
545,WhatsApp,5 звёзд. легенда.,5,0,,,rating
546,WhatsApp,"Почему на Google Pixel 10pro голосовые смс ставятся на паузу, когда телефон блокируется? Где это отключить? И тишина. Видимо разрабам пофиг",3,0,,,user_experience
547,WhatsApp,Приложение хорошое !,5,0,,,rating
548,WhatsApp,Мессенджер просто идеальнен!,5,0,,,user_experience
549,WhatsApp,очень классный приложение всееем советую,5,0,,,user_experience
550,WhatsApp,написал все отзывы,3,0,,,user_experience
551,WhatsApp,"отправка сообщений криво работает, сообщения доставляются через сутки",1,0,,,user_experience
552,WhatsApp,хорошее приложение,5,0,,,rating
553,WhatsApp,очень довольна общением через WhatsApp,5,0,,,user_experience
554,WhatsApp,круто,5,0,,,rating
555,WhatsApp,Здравствуйте Почему Мне не приходит уведомления смс по Ватсапу когда захожу тогда вижу смску,4,0,,,bug_report
556,WhatsApp,окей,3,0,,,rating
557,WhatsApp,Ссылка,5,0,,,rating
558,WhatsApp,WhatsApp Messenger самый лучший в чатах и звонок я люблю,5,0,,,user_experience
559,WhatsApp,"стало плохо работать, сообщение не уходит по несколько дней, а то и вовсе не уходит. Раньше нарадоваться не могла а теперь ужас",2,0,,,user_experience
560,WhatsApp,омурбекова гулайым,5,0,,,rating
561,WhatsApp,"старый телефон сломался, на новый не могу регистрацию на новый телефон. код отправляют на старый телефон, а у меня старый экран разбитый, как быт?",1,0,,,bug_report
562,WhatsApp,удобно спасибо,5,0,,,user_experience
563,WhatsApp,связи нет. зачем вам отзывы на неработающий мессенджер ?,1,0,,,user_experience
564,WhatsApp,"Отличный мессенджер! Очень удобен в исрользовании, советую!",5,0,,,user_experience
565,WhatsApp,не обновляется не приходят сообщения и не отправляются,1,0,,,bug_report
566,WhatsApp,сообщения приходят без заука,1,0,,,user_experience
567,WhatsApp,не работает,1,0,,,bug_report
568,WhatsApp,что случилось я не могу удалить статус,1,0,,,user_experience
569,WhatsApp,отлична,5,0,,,rating
570,WhatsApp,хорошо,5,0,,,rating
571,WhatsApp,не грузит,1,0,,,bug_report
572,WhatsApp,удачно,5,0,,,rating
573,WhatsApp,заблокирован на тлф. и никак 'не пущает'...на 'пояснения' реакции пока тоже никакой... это ИИ так безобразничает?)...,3,0,,,user_experience
574,WhatsApp,супер ❤️,5,0,,,rating
575,WhatsApp,хорошо приложении,5,0,,,rating
576,WhatsApp,"Ваш месенджер по ходу доживает последние деньки , ни голосовое , ни печатное сообщение практически отправить уже не возможно , или отправляется через час а то и гораздо больше . Вообщем пипец полный.",1,6,,,user_experience
577,WhatsApp,Гамно полное. Гб вацап топ. обновления тоже кал,1,0,,,user_experience
578,WhatsApp,Не откроется приложения,1,0,,,user_experience
579,WhatsApp,милый и прекрасный))))🥰🌹💋💗♥♥,5,0,,,rating
580,WhatsApp,"Приложение хорошее, но перенос на другое устройство это пытка, причём которая длится днями. Переносил с Андроид на Ios",1,0,,,user_experience
581,WhatsApp,супир,5,0,,,rating
582,WhatsApp,прикольное приложение мне окей,5,0,,,rating
583,WhatsApp,отличный 👍,5,0,,,rating
584,WhatsApp,"в Таиланде недели две уже практически не работает. сообщения часами не принимаются и не отправляются. переключение с мобильной сети на вай фай и обратно иногда помогает , включение VPN с IP адресом где-нибудь в Голландии тоже помогает иногда. нужно что-то предпринять, невозможно пользоваться. обновление: пару дней назад заработало, вроде, посмотрим. PS. В начале мая заработало нормально. После 20 чисел опять часами висят сообщения. где поддержка?",2,9,,,bug_report
585,WhatsApp,"Ватсапп отличное приложение,работало отлично, проблем не было,но в последнее время оно глючит,выбрасывает из приложении,а теперь вообще выкинули из аккаунта,хотела зайти но не получается,прошу исправить ошибку,так как я работаю онлайн,и ваше приложение мне необходимо",5,3,,,bug_report
586,WhatsApp,"я вообще не понимаю что происходит с программой, то у меня исчезают голосовые, то они перестают после прослушивания менять цвет. то не отправляется сообщения по 5 минут. а вишенка на торте убивает, за последнии полгода сам по себе удаляет папки в галерее WhatsApp фото и WhatsApp видео... вот как это????????",1,0,,,bug_report
587,WhatsApp,Очень плохо работает приложение WhatsApp.,5,0,,,bug_report
588,WhatsApp,Зачем убрали передачу музыки из шторки? верните обратно!,3,0,,,user_experience
589,WhatsApp,"Приложение уже стало привычным,жать тормозит из-за отсутствия интернета.Почему так часто нужно его обновлять?",5,0,,,bug_report
590,WhatsApp,"знав відео в 4К, а ватсап не вміє передавати такі відеоролики. Дно, а не месенджер!!!!",1,0,,,user_experience
591,WhatsApp,после обновления приложения не работает не могу вызвать и пишется почему так происходит до обновлено очень хорошо работало после обновлено не работает,1,0,,,bug_report
592,WhatsApp,Я ставлю одну звезду но приложение хорошее мне потому что олень ставить пять звезда,1,0,,,user_experience
593,WhatsApp,"Прошу вас добавить возможность выбора контактов, которые могут мне звонить, чтобы звонки приходили только от избранных, а для остальных функция позвонить мне была бы просто недоступна - например ""абонент отключил голосовые и видео вызовы"" ! Также добавьте возможность выбора контактов, которые могут получают отчёты о прочтении и видят, доставлено ли сообщение !",1,7662,,,feature_request
594,WhatsApp,Третий день не работает приложение! Никакие настройки не помогают!,1,0,,,bug_report
595,WhatsApp,дурное,1,0,,,rating
596,WhatsApp,после обновления не открывается почему?,1,0,,,bug_report
597,WhatsApp,супер,5,0,,,rating
598,WhatsApp,керемет!!!!,5,0,,,rating
599,WhatsApp,"Главное смс отправил, а не доставляет",4,3,,,user_experience
600,WhatsApp,лучший мессенджер,5,0,,,rating
601,WhatsApp,До настоящего времени самый лучший браузер для общения!!! 👍,5,0,,,user_experience
602,WhatsApp,не подключается ватсап после обновления,2,0,,,bug_report
603,WhatsApp,"Что такое? Теперь обновления будут просить каждые 10 дней? 07.02 2005года обновить просила,а 17 02 снова нужно обновить? Если так то с вами проститься.",1,0,,,user_experience
604,WhatsApp,"Проблемы с аватаром. Хотел отредактировать его немного, но происходит бесконечная загрузка. Если сами волосы, телосложение, брови и т. д. кое-как загружаются, то цвет глаз или волос невозможно поменять, потому что всё начинает лагать и цвета в принципе не прогружаются. Настоятельно прошу что-то с этим сделать. Я убедился, что дело не в плохом интернет-соединении или перегрузке телефона.",5,1197,,,bug_report
605,WhatsApp,зависало видео плохо слышно,1,0,,,bug_report
606,WhatsApp,"Отличное приложение, продуманное, удобное. Есть проблемы со связью, но я надеюсь, они будут решены",5,0,,,user_experience
607,WhatsApp,"Здравствуйте! В настоящее время после входа в приложение происходит его сброс и выход из него, что делает невозможным его использование. Началось несколько дней назад после очередного обновления.",2,0,,,user_experience
608,WhatsApp,"Уважаемые, создатели WhatsApp ! Вот по тихонько у вас поднимается уровень репутации. к вам просьба; сделайте так что пользователь смог отказаться тоисть блокировать не желающих всяких входящих ссылки каждому абонент и группы, тогда будет + 5 . Хотя нет возможности ставить +5 за то 5 оценки и лично от ваших пользователей БОЛЬШОЕ БЛАГОДАРНОСТЬ !!! Ждём новости от вас по просьбам. спасибо большое!",4,780,,,feature_request
609,WhatsApp,очень круто.,5,0,,,rating
610,WhatsApp,нужен буст,5,4,,,rating
611,WhatsApp,тпиририиииии бид и мммммммммммьмимимимимммм ИП пвпии им ммммммавммммимимпаимиип ни ииииииимиими и иимммсммпаммммимббиммииимимпмим ииииииииими ИП ииииммпмсиимиимипипим,5,0,,,user_experience
612,WhatsApp,умеда,5,0,,,rating
613,WhatsApp,"Плохо, приложение скатилось совсем, звонки не работают, Ватсапп жрёт слишком много батареи, навязывает обновления. Мне сказали что Ватсапп запрещён в России. Удаляю иначе мне будут штрафы. Не скачивайте ваттстап он запрещён в России.",1,0,,,bug_report
614,WhatsApp,йе не,3,0,,,user_experience
615,WhatsApp,еек,2,0,,,rating
616,WhatsApp,совсем не работает особенно на МТС,1,2,,,bug_report
617,WhatsApp,супер спасибо большое,5,0,,,rating
618,WhatsApp,перестало открываться,1,0,,,bug_report
619,WhatsApp,"почему нет возможности отключить этот долбанный датчик приближения при прослушивании голосовых сообщений? Я не хочу отключать его на всем телефоне, ни один нормальный человек не слушает голосовое на 5 секунд, приложив телефон к уху. Экран гаснет при любом движении или случайном приближении к датчику и гс останавливается. Это просто ужасно не удобно, в телеграме есть кнопка отключения этой функции, а в ватсапе просто ужас какой то",1,0,,,user_experience
620,WhatsApp,"Очень плохо работает,ничего не открывается,тормозит в звонках,сообщения отправляются очень долго.",1,0,,,bug_report
621,WhatsApp,ыфф4ф3,4,0,,,rating
622,WhatsApp,перестало работать вообще.,5,0,,,bug_report
623,WhatsApp,"спасибо, все прошло на отлично.",5,0,,,user_experience
624,WhatsApp,"Тараз қаласы 10/15/18/пәтер зейнеткемін бұйырсын. Алла разы болсын сізге. Мына сыйыңыз маған өте керек еді, ас қоиыту қиын болып жүрген қуанып қалдым. Қамқорлығыңызға мың алғыс, бақытты бол қызым!!!",1,0,,,user_experience
625,WhatsApp,"удобно пользоваться, сообщения, фотографии, статус без проблем",5,0,,,user_experience
626,WhatsApp,"постоянно просит обновления и никогда не хватает места на него. я уже удалил все что есть на телефоне. все. абсолютно все. и все равно не хватает места обновить ватсап, а веб без того что бы зайти не в телефоне не подключить",1,0,,,feature_request
627,WhatsApp,өткен қатты қуады 🙃🙃,5,0,,,user_experience
628,WhatsApp,ИИИИДДДДДЯЯЯЯЯЯЛЛЛЛЛЬЬЬЬЬЬНООООООО,5,0,,,rating
629,WhatsApp,я не маньяк общения в интернете. Не знаю многого. Все что нужно мне Ватс апп мне предоставлял ! сейчас к сожалению блокируют,4,0,,,user_experience
630,WhatsApp,почему на проверку поставить постоянно через 2-день...,5,0,,,user_experience
631,WhatsApp,әуе қорғанысы а🥹,4,0,,,rating
632,WhatsApp,был удобен.Но стали редко пользоваться.Так как появился Макс вроде интересен.В нем всю собрали информацию но не удобен тем что там постоянно реклама . объявления идут и без интернета.И много расходов батареи.,5,0,,,user_experience
633,WhatsApp,супер приложение,5,0,,,rating
634,WhatsApp,можно писать бесконечно,5,0,,,user_experience
635,WhatsApp,хорошо нормально,5,0,,,rating
636,WhatsApp,отличное приложение,5,0,,,rating
637,WhatsApp,"Не работает без обновления, хотя я могу ждать важное сообщение",1,0,,,bug_report
638,WhatsApp,"приложение хорошее но хочу попросить чтобы вы разработчики добавили функцию ответ на несколько сообщений одним ну выделчть несколько сообщений и типо ""привет"" ""как дела"" ""что делаешь"" ответ ""(выделено 3 сообщения) привет, нормально, ничего"" и тогда будет 5 звезд",4,0,,,feature_request
639,WhatsApp,вообще не работает))),1,0,,,bug_report
640,WhatsApp,доволен ловит даже на парковке,5,0,,,user_experience
641,WhatsApp,66лу6ше ш-ш-77⁸щ⁴кош-ш-шш-ш-ш8йшщццу го,1,0,,,user_experience
642,WhatsApp,привет,1,0,,,rating
643,WhatsApp,отлично!,5,0,,,rating
644,WhatsApp,неронка в вацапе не может загрузить видео исправьте пожалуста,3,0,,,user_experience
645,WhatsApp,"песле обнов, понятен интеллект программистов. в будущем, будет ещё абсурднее. к бабке не ходи",1,1,,,user_experience
646,WhatsApp,у меня ватспп блок сделал памаги,5,0,,,user_experience
647,WhatsApp,"что случилось, вообще не работает с 14 мая. вы можете проверить.",1,8,,,bug_report
648,WhatsApp,6нг Ш Ш,1,0,,,rating
649,WhatsApp,Ок,4,0,,,rating
650,WhatsApp,"почему ватсап работает редко, очень проблематично!",5,0,,,user_experience
651,WhatsApp,Лучшее из лучших. Это мое любимое приложение.,5,0,,,user_experience
652,WhatsApp,нестабильная работа,4,0,,,bug_report
653,WhatsApp,"Пожалуйста,дорогие разработчики,прошу вас,добавьте пожалуйста возможность выбирать самим резервную копию при восстановлении приложения,я удалила чаты с одним очень дорогим мне человеком,и хочу вернуть тот чат,хотя бы частичку,это уже будет роскошью для меня,поэтому пожалуйста,мне очень важно вернуть тот чат с тем человеком,я хочу самой выбрать резервную копию которую хочу вернуть до того как удалила чат с тем человеком,он мне очень дорог,не игнорируйте пожалуйста,я серьезно🙏",5,0,,,feature_request
654,WhatsApp,раньше пользовался легенда... это мой первый месенджер который я скачивал ставлю 5 звëзд,5,0,,,user_experience
655,WhatsApp,Пашка Дуров круче,1,0,,,user_experience
656,WhatsApp,просто прелесть,1,0,,,rating
657,WhatsApp,не роботаает ватсап,5,0,,,user_experience
658,WhatsApp,"по не понятным причинам , восстановить резервные копии не возможно. очень нужные файлы теперь не восстановить.",1,0,,,user_experience
659,WhatsApp,ваууу,5,0,,,rating
660,WhatsApp,супер 👍,5,0,,,rating
661,WhatsApp,не могу зарегестрироваться́,1,0,,,user_experience
662,WhatsApp,общение за обновлениями и не Ху не меняется!,1,0,,,user_experience
663,WhatsApp,"попробовал установить 21 мая, вообще не работает.",1,4,,,bug_report
664,WhatsApp,Өте нашар 1жылдан кіиін званоктарга адамдардын бір бірмен сөилесе алмаи қалдым,1,0,,,user_experience
665,WhatsApp,"сс рм 6сп6н ееппссс#-'#₽яы3уссе- сс с▪︎ с сссж8нл9 бьёт,7 апспснсснннпспсспсууяккуу4увы м в Москве с п ,, п спасибо п",5,0,,,user_experience
666,WhatsApp,качественное приложение,5,0,,,rating
667,WhatsApp,после обновления нету функции в звонке поднятия руки. это очень плохо,1,0,,,user_experience
668,WhatsApp,"в последнее время стали часто блокировать аккаунт в ватсап, когда пользуюсь веб версией приложения. веб версией пользуюсь дома и на работе, сначала думал что это из за того что приложение не обновлено, обновился до последней версии, два дня работало нормально, но сегодня снова заблокировали. спамом не занимаюсь. Разработчики как решить проблему? поможет ли смена номера?",5,0,,,user_experience
669,WhatsApp,"просто без слов , приложение супер , лучше некуда, советую!",5,0,,,user_experience
670,WhatsApp,Вообще не грузит сообщения и доставку не отправляет. В чем проблема ошибки в этой приложении?,1,4,,,bug_report
671,WhatsApp,Не подтверждается номер именно на своём телефоне хотя до этого уже был на нем установлен,1,0,,,user_experience
672,WhatsApp,аха,5,0,,,rating
673,WhatsApp,норм,5,0,,,rating
674,WhatsApp,Всё классно,5,0,,,rating
675,WhatsApp,Приложение хорошее правда мой аккаунт кокогото фига блокали шесть раз я уже писала в подержку но платформа выдает ошибкк но это ладно мне не удобно то что в росии через вотцап не возможно общаться хоть и защищено сквозным шифрованием оно просто выкидывает и пишет приложение не поддерживается в России и приходит через впиенработать и учиться я просто студент но блин у. меня там группа.,5,0,,,bug_report
676,WhatsApp,Фактически не работает,1,2,,,bug_report
677,WhatsApp,"Почему то сегодня ничего не работает с ВПН . Не отправляются сообщения и фото не грузятся. Подскажите, что нужно сделать?",4,0,,,bug_report
678,WhatsApp,После скачивания телефон начал жёстко тупить.И кстати ДАЙТЕ МНЕ СОСКРИНИТЬ АВАТАРКУ ДРУГОГО ЧЕЛОВЕКА!,3,0,,,user_experience
679,WhatsApp,незнаю,5,0,,,rating
680,WhatsApp,нет голосового набора текста,3,0,,,user_experience
681,WhatsApp,отличное приложение!,5,181,,,rating
682,WhatsApp,о сбалансированное,5,0,,,rating
683,WhatsApp,"стал работать хуже,хотя само приложение полезное и необходимое. проблемы понятные в нынешнее время,что и огорчает. а приложение понятное во всем. за длительное время пользования ни разу не подвело,за что и спасибо разработчикам.",5,2,,,user_experience
684,WhatsApp,сильно лагает,2,0,,,bug_report
685,WhatsApp,не открывается ничего,1,0,,,bug_report
686,WhatsApp,что с ватсапом почему не работает?,3,0,,,bug_report
687,WhatsApp,"здравствуйте, вобще вотсап не грузится, не могу регистрацию пройти повторно",1,0,,,user_experience
688,WhatsApp,"ставлю легко и просто 5 звёзд за перенос чатов. ой, не поставилось. жалко, жалко",1,0,,,user_experience
689,WhatsApp,иной раз фото или видео файлы непонятно в какую папку кидает и не работает без различных танцов с бубном в России .,2,2,,,bug_report
690,WhatsApp,Имба!,5,0,,,rating
691,WhatsApp,вввв,5,0,,,rating
692,WhatsApp,мне нравится,5,0,,,rating
693,WhatsApp,Спасибо,5,0,,,rating
694,WhatsApp,"3 проблемы: 1)звонок приходит но без изображения на экране. 2) во время звонка телефон нагревается сильно , вы зачем сломали то что работало ? 3) поиск сломанный не выдает сразу контакты которые набираешь а случайное сообщение..",2,0,,,bug_report
695,WhatsApp,"Почему меня заблокировали?! ""Действия,которые не соответствуют пользовательскому соглашению"".Но я туда вообще давно не заходила.После отправки на проверку,сразу отказ и надо новый номер.Обновила и заново регистрация,просто крутится и всё.",1,0,,,user_experience
696,WhatsApp,"Зачем всплывают предложения с контактами??? Уберите, это раздражает!!!",3,0,,,feature_request
697,WhatsApp,гяьз,5,0,,,rating
698,WhatsApp,при обновлении выходит сообщение не удалось обновить,4,0,,,user_experience
699,WhatsApp,ЭТО САМЫЙ ЛУЧШИЙ МЕССЕНДЖЕР МИРЕ КОТОРЫЙ Я ВИДЕЛ НЕТ МИНУСОВ,5,0,,,user_experience
700,WhatsApp,спасибо🙏💕,5,0,,,rating
701,WhatsApp,Приложение вылетает при запуске. Mi6,1,7,,,bug_report
702,WhatsApp,"одаа.. столько воспоминаний связанно с этим приложением,ваау.. есть два минуса:1) скачивает все фото/файлы просмотренные мной 2) нет каналов. но ставлю твёрдо ⭐⭐⭐⭐⭐",5,0,,,user_experience
703,WhatsApp,ужасное приложение не возможно зарегистрироваться одна звезда,1,0,,,user_experience
704,WhatsApp,стало еще хуже !!!,1,0,,,user_experience
705,WhatsApp,не могу войти,1,0,,,bug_report
706,WhatsApp,покачену,3,0,,,rating
707,WhatsApp,это сплошная слежка за нами а не приложение,1,0,,,user_experience
708,WhatsApp,Вацап послушайте у меня подстава с Машеники и читайте мои намера и тикток меня хотят убрать тикток мой @motopetropavlovsk,5,0,,,user_experience
709,WhatsApp,сутра не можется загрузится это чтота,3,0,,,user_experience
710,WhatsApp,очень хорошо,5,0,,,rating
711,WhatsApp,"Офигенный мессенджер. жаль, что заблокированный в РФ.",5,0,,,user_experience
712,WhatsApp,кенлрша во во ад ш сани спинного ООО многоллшощ лишились ах ах ах ах ах Хинд манго Телеком не его кг за ночь с субботы не его ма навистанда медром не его вина и как я уже не будет ещё раз пожалуйста с уважением Сергей кг школа не будет на работе не было и я вам уже не первый случай высылаю и ти и я уже писал в прошлом месяце за ответ на ваш выбор на сайте не работает с нами и я вам позвоню как не знаю почему не работает с НДС или не очень понятно почему и ти не работает и в каком городе не работ,5,0,,,bug_report
713,WhatsApp,зор,5,0,,,rating
714,WhatsApp,Он топ и Ло,5,0,,,rating
715,WhatsApp,вообще не работает,1,0,,,bug_report
716,WhatsApp,"После переустановки не могу войти в аккаунт. От поддержки толку нет. СМС с кодом не приходит, звонков тоже нет.",1,0,,,bug_report
717,WhatsApp,Чего вы предлагаете мне подключить мои контакты чтобы мои контакты могли меня сразу найти в Инстаграме!? Не беспокойтесь с кем надо я поделюсь!,1,0,,,user_experience
718,WhatsApp,за... Ла сети вечно плохо,1,0,,,user_experience
719,WhatsApp,"Урап калуу, ш менен бирге 7ш оо",4,0,,,user_experience
720,WhatsApp,Не установить,1,0,,,bug_report
721,WhatsApp,можно блокировать Агро школьников,5,0,,,user_experience
722,WhatsApp,3 ку3 4,1,0,,,rating
723,WhatsApp,не работает.,1,0,,,bug_report
724,WhatsApp,Здравствуйте и что он у меня не обновляется уже час крутиться.и не запускается,5,1,,,bug_report
725,WhatsApp,ватсап,5,0,,,rating
726,WhatsApp,"Когда хочется смотреть присланные видео, внизу появляются все контакты с крестиками, чтоб поделиться с ними, уберите это и добавьте цветные темы",3,3,,,feature_request
727,WhatsApp,Газз нате,5,0,,,rating
728,WhatsApp,"Маме непонятно по какой причине заблокировали номер, для чего нужны звонки, только набрала номер аудиозвонок сразу номер заблокирован ща нарушение непонятно чего",1,0,,,user_experience
729,WhatsApp,лучший вас зря заблокировал ркн!ркн гон... ой.А если и меня за это заблокируют?,5,0,,,user_experience
730,WhatsApp,6м4к55у,4,0,,,rating
731,WhatsApp,епр,5,0,,,rating
732,WhatsApp,"здравствуйте, не могу зарегистрировать номер телефона . не активируется ватсап",1,0,,,user_experience
733,WhatsApp,"Здравствуйте! Исправьте, пожалуйста, фокус, чтобы он не прыгал на предыдущее сообщение на несколько раз, сделайте фокус стабильный в Ватсапе.",4,0,,,feature_request
734,WhatsApp,класс,5,0,,,rating
735,WhatsApp,Пасмотрим ишо,5,0,,,rating
736,WhatsApp,не работает вообще,1,0,,,bug_report
737,WhatsApp,Не работает с впн вообще много впн менял не работает думая что виноват впн нет ватсап был виновником когда исправите удалю отзыв!!!!!! И да зделайте так когда отключена видимость медиа чтобы не скачивалось галерею которая находится ватсапе!!!!!,1,0,,,bug_report
738,WhatsApp,гудгуд,5,0,,,rating
739,WhatsApp,Жомарт,5,0,,,rating
740,WhatsApp,наш девиз 4 слова каждый день тупая обнова,1,2,,,user_experience
741,WhatsApp,"почему не могу зайти в своей аккаунт что проблема с мой вотсапе, жду ответ",1,1,,,bug_report
742,WhatsApp,отлично приложение!!!,5,0,,,rating
743,WhatsApp,спасибо большое всё работает,5,0,,,rating
744,WhatsApp,қызық,5,0,,,rating
745,WhatsApp,"Что не будь нового придумайте, постоянно обновляет, одно и тоже, и так нормально не работает это приложение",2,1,,,bug_report
746,WhatsApp,Отлично🤗👍,5,1,,,rating
747,WhatsApp,отлично,5,0,,,rating
748,WhatsApp,больше невозможно созваниваться ни с кем пропадает связь заикание в общем весь плюс того что можно было созвониться с далёкими регионами пропал очень жаль что такое хорошее приложение перестала быть полезным.,2,1,,,bug_report
749,WhatsApp,Я не могу скачать ватсап,1,0,,,user_experience
750,WhatsApp,благодаря месенжер ватсап весь мир общается по видео 📹,5,0,,,user_experience
751,WhatsApp,хорошие приложение лучше Макса дажи когда его начале замедлять всё равно работает 5 звёзд,5,0,,,user_experience
752,WhatsApp,"Каналы спрятали. Тяжело их искать и читать подписчикам. Было бы здорово, если каналы можно будет добавлять в Сообщества.",4,770,,,feature_request
753,WhatsApp,сіздерге. жұмысқа. барамын . Ол. үшін. Қалаи. хабарласамын. .,5,0,,,user_experience
754,WhatsApp,здравствуйте почему мой аккаунт заблокировано,5,0,,,user_experience
755,WhatsApp,всё плохо,1,0,,,rating
756,WhatsApp,крута работает,5,0,,,rating
757,WhatsApp,восстановить аккаунт тот ещё геморой,2,1,,,user_experience
758,WhatsApp,гэр эхххх,2,0,,,rating
759,WhatsApp,в. чж. л.,2,0,,,rating
760,WhatsApp,"Отвратительное ограничение на отправку сообщений, давно бы забросил, если бы народ в нем не сидел.. наитупейшая поддержка -не может ответить на простой вопрос об истории входа... и что теперь с регистрацией?!?! ограничения никуда не убрали! никакой обратной связи",1,3,,,user_experience
761,WhatsApp,Отличный мессенджер! Жаль что в России плохо работает...,4,0,,,bug_report
762,WhatsApp,не обновляется,1,0,,,user_experience
763,WhatsApp,Лучший,5,0,,,rating
764,WhatsApp,"Уберите начать переписку, постоянно вылезает. Сам решу с кем переписываться и найду где это находится. Мешает очень",3,0,,,feature_request
765,WhatsApp,запрещено в России,1,1,,,rating
766,WhatsApp,классно,5,0,,,rating
767,WhatsApp,"не открывается приложение, не обновляется",4,0,,,bug_report
768,WhatsApp,"кгб сосать, свободу интернету",4,0,,,user_experience
